id,state,state_abb,state_id,county,county_id,operator,ref,name,sqft,lon,lat,type,ingested_at
195664350,Oklahoma,OK,40,Tulsa County,143,,,Cherokee Data Center,414827.0,-95.91003133,36.262546063389934,building,2026-06-11 16:34
199252950,Illinois,IL,17,DuPage County,43,CyrusOne,,CyrusOne Chicago Aurora CME,483103.0,-88.24360276,41.796710709040994,building,2026-06-11 16:34
200989527,Colorado,CO,8,Arapahoe County,5,,,Xfinity/Comcast Data Center,51338.0,-104.8324348,39.58830727917688,building,2026-06-11 16:34
203432103,Indiana,IN,18,Monroe County,105,Indiana University,,IU Data Center,94298.0,-86.50070265,39.17441904078126,building,2026-06-11 16:34
204316962,New Jersey,NJ,34,Middlesex County,23,,,IO Datacenter,829908.0,-74.34731684,40.52090133887192,building,2026-06-11 16:34
204460681,New Jersey,NJ,34,Middlesex County,23,,,DataBank Piscataway EWR2,50646.0,-74.45820962,40.54921344851484,building,2026-06-11 16:34
204460799,New Jersey,NJ,34,Middlesex County,23,,,Optimum,68126.0,-74.49202896,40.54682624136092,building,2026-06-11 16:34
204460812,New Jersey,NJ,34,Middlesex County,23,Equinix,,Equinix,62331.0,-74.49538058,40.544881931883474,building,2026-06-11 16:34
204460835,New Jersey,NJ,34,Middlesex County,23,Barclays,,Barclays Datacenter,352286.0,-74.45973726,40.54724427,building,2026-06-11 16:34
204460903,New Jersey,NJ,34,Middlesex County,23,Digital Realty,EWR12,Digital Realty New York EWR12,302795.0,-74.45930065,40.5529045,building,2026-06-11 16:34
204460950,New Jersey,NJ,34,Middlesex County,23,Digital Realty,EWR11,Digital Realty New York EWR11,96114.0,-74.45717948,40.55377882278532,building,2026-06-11 16:34
205724881,Washington,WA,53,King County,33,,,Intergate Seattle East Building 2,107319.0,-122.2905696,47.49503090192437,building,2026-06-11 16:34
205724885,Washington,WA,53,King County,33,Sabey,,Intergate Seattle East Building 1,97862.0,-122.2881943,47.49485963017309,building,2026-06-11 16:34
205823968,California,CA,6,Santa Clara County,85,Equinix,SV15,Equinix SV15,38211.0,-121.9884063,37.37549515,building,2026-06-11 16:34
205823970,California,CA,6,Santa Clara County,85,Equinix,SV16,Equinix SV16,26347.0,-121.988688,37.37611802320719,building,2026-06-11 16:34
